mid,title,budget,action,adventure,animation,comedy,crime,documentary,drama,family,fantasy,history,horror,music,mystery,romance,scifi,thriller,war,western,original_language,production_companies,release_date,revenue,runtime,popularity,average_rating,num_votes,actor_1,actor_2,actor_3,actor_4,actor_5,actor_6,actor_7,actor_8,actor_9,actor_10,director_1,director_2,director_3
167,K-PAX,48000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,en,Intermedia Films and Lawrence Gordon Productions and Pathé Pictures International and IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG and ,2001-10-22,50315140,120,8.02624,7.2,905,1229,1979,1980,1981,1982,1983,1984,1909,1985,1986,1978,-1,-1
24478,Beethoven's 4th,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,en,Universal Pictures and ,2001-12-04,0,93,8.024215,4.4,74,777,11806,94547,94548,1018172,42206,26719,-1,-1,-1,69741,-1,-1
10808,Dr. Dolittle 2,70000000,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,en,Joseph M. Singer Entertainment and Davis Entertainment and 20th Century Fox and ,2001-06-22,176104344,87,7.987969,4.9,553,776,31029,66896,31031,16855,31531,28637,23970,51547,1100,52112,-1,-1
25641,My First Mister,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,en,Total Film Group and ApolloMedia Distribution and Film Roman Productions and Firelight Films and ,2001-01-18,0,109,7.955856,6.5,23,13,22290,1230,10556,6365,1169241,106738,21731,80135,-1,77133,-1,-1
10691,Crazy/Beautiful,13000000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,en,Touchstone Pictures and Ufland and ,2001-06-29,16929123,99,7.916858,6.6,119,205,19487,52374,67070,121453,111081,90448,119666,5148,343,57082,-1,-1
16161,Baby Boy,16000000,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,en,New Deal Productions and Columbia Pictures and ,2001-06-27,29381649,130,7.913138,7.1,77,8169,40036,88183,10182,19767,88186,93615,1065869,66131,60561,6482,-1,-1
11447,The Son's Room,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,it,Bac Films and Rai Cinemafiction and Sacher Film and Telepiù and Canal+ and ,2001-03-09,0,99,7.852143,6.5,106,69488,56654,69489,69490,1125149,14149,115609,92094,133217,76339,69488,-1,-1
4012,The Believer,1500000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,en,Seven Arts Pictures and Fuller Films and ,2001-01-19,416925,98,7.765543,6.9,210,30614,34543,9207,1954,34544,10694,22225,47085,39520,52996,30458,-1,-1
10615,Pootie Tang,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,,2001-06-29,0,81,7.750838,5.3,53,38334,65919,65920,38951,14060,27102,2632,65921,65922,61409,52849,-1,-1
9081,Waking Life,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,en,Line Research and Fox Searchlight Pictures and Independent Film Channel (IFC) and Thousand Words and Flat Black Films and Detour Filmproduction and ,2001-01-23,3176880,99,7.690969,7.5,332,56934,569,1146,56935,6163,1884,71658,71659,71660,1327009,564,-1,-1
10833,Heartbreakers,10000000,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,en,Davis Entertainment and Metro-Goldwyn-Mayer and ,2001-03-23,0,123,7.659129,5.8,323,10205,33259,193,11477,11662,10774,31714,4004,4496,7404,58178,-1,-1
1722,Captain Corelli's Mandolin,57000000,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,en,Universal Pictures and Miramax Films and ,2001-04-18,62112895,131,7.647088,5.7,187,2963,955,5049,3894,18847,18848,18849,18850,18851,18852,18844,-1,-1
11313,Hearts in Atlantis,31000000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,en,Castle Rock Entertainment and Village Roadshow Pictures and Warner Bros. Pictures and ,2001-09-07,24185781,101,7.608695,6.5,176,4173,21028,15250,21027,52,21088,19453,1989,77013,1328126,33433,-1,-1
20857,Hardball,32000000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,en,Paramount and Munich Film Partners & Company (MFP) GHS Productions and GHS Productions KG and Nides/McCormick Productions and ,2001-09-14,40222729,106,7.605727,6.4,170,6384,2882,135651,61962,16861,170375,1855224,1685830,1593036,1741409,53177,-1,-1
10596,Replicant,17000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,en,Millennium Films and Artisan Entertainment and 777 Films Corporation and ,2001-05-11,0,100,7.596284,5.1,118,12132,15111,61546,65797,26069,65799,65804,65800,65798,65803,26767,-1,-1
9606,Metropolis,14500000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ja,Bandai Visual Company and Destination Films and Toho Company and DENTSU Music And Entertainment and Tezuka Production Company Ltd. and Madhouse and King Record Co. and Kadokawa Shoten Publishing Co. and Sony Pictures Television and Studio 4°C and Imagica Corp. and Metropolis Project and ,2001-05-26,95789342,108,7.556117,6.7,128,58155,58156,58157,58158,84504,126279,81852,550910,85286,111373,58159,-1,-1
10491,Enigma,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,en,Senator Film Produktion and Meespierson Film CV and Intermedia Films and Broadway Video and Manhattan Pictures International and Mulholland Pictures BV and Jagged Films and ,2001-01-22,15705007,119,7.485652,6.1,95,15336,204,9825,18325,12795,2441,20425,15576,16792,578082,10781,-1,-1
2779,The Curse of the Jade Scorpion,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,en,Gravier Productions and DreamWorks and ,2001-08-05,0,103,7.443437,6.4,222,707,9994,1243,6885,28010,28004,28002,24046,19189,28003,1243,-1,-1
14034,What's the Worst That Could Happen?,45000000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,Metro-Goldwyn-Mayer and ,2001-05-31,0,94,7.34416,5.0,84,78029,518,5723,21104,37158,1897,1211,4496,886,31028,54967,-1,-1
10972,Session 9,1500000,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,en,USA Films and Scout Productions and October Films and ,2001-08-10,373967,100,7.326881,6.2,324,3064,16560,46395,6164,2839,925,31268,1265046,188049,-1,37948,-1,-1
11065,O,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,en,Dimension Films and FilmEngine and Chickie The Cop Production and Daniel Fried Productions and Rhulen Entertainment and ,2001-08-31,16017403,95,7.314311,5.8,98,327,2299,40979,12041,8349,96922,20220,234948,11512,1212118,1462,-1,-1
11090,The Animal,22000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,Happy Madison Productions and Revolution Studios and ,2001-06-01,84772742,84,7.260804,4.6,392,60949,68000,11885,68812,828,19292,75889,3218,193939,1465493,65734,-1,-1
11370,The Musketeer,40000000,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,en,"Crystal Sky Worldwide and MDP Worldwide and ApolloMedia Distribution and Carousel Picture Company, The and Signature Entertainment and Luxembourg Film Fund and D'Artagnan Productions Limited and Q&Q Medien GmbH and ",2001-09-07,27053815,104,7.247386,5.2,72,50,8211,9029,3129,20746,43680,3593,939,975,25441,37710,-1,-1
25587,The Land Before Time VIII: The Big Freeze,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,en,Universal Cartoon Studios and ,2001-12-04,0,75,7.229396,5.7,55,44052,43125,34199,35224,34982,156617,61959,9601,35109,8294,90864,-1,-1
12508,Rock Star,57000000,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,en,Metal Productions Inc. and Bel Air Entertainment and Maysville Pictures and Robert Lawrence Productions and Warner Bros. Pictures and ,2001-09-04,16991902,105,7.154135,6.0,230,13240,4491,17287,72576,72578,72577,9191,1246021,227667,976569,18356,-1,-1
9816,Save the Last Dance,13000000,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,en,MTV Films and Cort/Madden Productions and ,2001-01-12,91038276,112,7.138093,6.3,449,12041,11868,11703,59568,11067,36068,59569,59570,59571,59572,52038,-1,-1
5279,Gosford Park,19800000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,en,USA Films and ,2001-11-07,87754044,137,7.136201,6.9,333,15735,2296,10978,10988,18325,5470,2441,5658,9015,20300,9789,-1,-1
1613,The 51st State,28,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,en,The Film Consortium and Alliance Atlantis Communications and Focus Films and Momentum Films and National Lottery and Fifty First Films and Artists Production Group (APG) and Canadian Film or Video Production Tax Credit Fund (CPTC) and Film Council and ,2001-12-07,14,93,7.114767,6.0,208,2231,18023,1246,7470,7026,28848,29699,1225436,68046,29698,17268,-1,-1
12658,Someone Like You...,23000000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,en,Lynda Obst Productions and Fox 2000 Pictures and ,2001-03-30,0,97,7.112912,5.9,137,15852,17141,6968,3141,6913,65797,73836,54246,175826,13023,3417,-1,-1
9683,Bubble Boy,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,en,Touchstone Pictures and ,2001-08-24,0,84,7.101926,5.2,212,131,12967,6407,11160,3911,35701,58511,58513,10987,57093,58518,-1,-1
7501,Knockaround Guys,15000000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,en,Lawrence Bender Productions and ,2001-09-07,12000000,92,7.062532,5.9,121,12834,52708,13922,12835,6949,28033,52711,25878,34839,2778,16304,16305,-1
2110,Wasabi,15300000,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,fr,Canal+ and TF1 Films Productions and Tobis and Destiny and EuropaCorp and ,2001-10-31,0,94,7.026926,6.2,369,1003,21658,21659,10500,21663,21664,21665,21666,21667,21668,21647,-1,-1
9991,Mean Machine,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,en,SKA Films and ,2001-12-26,0,99,6.967388,6.1,204,980,1282,15196,53916,995,1119,6969,61584,9144,41042,61571,-1,-1
21448,Mickey's Magical Christmas: Snowed in at the House of Mouse,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,en,Walt Disney Television Animation and Toon City and ,2001-11-06,0,61,6.965245,6.9,67,78076,34478,59784,34982,63978,15048,35219,35232,8930,19540,210053,61677,185072
12103,Don't Say a Word,50000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,en,Village Roadshow Pictures and NPV Entertainment and Regency Enterprises and Kopelson Entertainment and Epsilon Motion Pictures and New Regency Pictures and Furthur Films and 20th Century Fox and ,2001-09-28,100020092,113,6.862204,6.0,291,3392,48,328,20815,828,18285,25878,2561,135353,36189,5501,-1,-1
28635,Wishmaster 3: Beyond the Gates of Hell,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,en,Paquin Entertainment Group and Pendle View (WM) Limited and Overseas FilmGroup and Artisan Entertainment and Blue Rider Pictures and GFT Entertainment and ,2001-10-23,0,89,6.804523,3.9,48,37431,17236,52508,25527,2684,100373,56825,116931,116932,-1,116929,-1,-1
10016,Ghosts of Mars,28000000,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,en,Animationwerks and Screen Gems and Storm King Productions and ,2001-08-24,14010832,98,6.717071,4.8,366,57395,9778,976,20387,2230,593,12371,49958,48071,7853,11770,-1,-1
6440,The Shipping News,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,en,Miramax Films and ,2001-12-18,0,111,6.693834,6.4,146,1979,1231,112,5309,4935,349,7026,13950,20386,122231,5306,-1,-1
11456,Domestic Disturbance,75000000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,en,Paramount and ,2001-10-30,54249294,89,6.692251,5.5,148,8891,4937,10399,71467,884,69502,69503,69504,571504,-1,23213,-1,-1
11371,The Score,68000000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,en,Horseshoe Bay Productions and Paramount and Mandalay Pictures and ,2001-07-13,71069884,124,6.668239,6.6,556,380,819,3084,9780,1215283,86919,41746,7013,15439,543212,7908,-1,-1
2144,One Night at McCool's,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,en,USA Films and ,2001-04-19,0,93,6.624486,5.8,112,2876,882,21985,3392,781,21986,1230,28633,53931,57906,21981,-1,-1
11086,The Majestic,72000000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,en,NPV Entertainment and Village Roadshow Pictures and Castle Rock Entertainment and Darkwoods Productions and ,2001-12-21,37317558,152,6.614766,6.6,248,206,2641,8332,28010,11066,12438,12122,12645,15011,97266,4027,-1,-1
6073,The Mexican,57000000,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,en,Pistolero Productions LLC and Newmarket Capital Group and Lawrence Bender Productions and DreamWorks and ,2001-03-01,147845033,123,6.553258,5.8,549,287,1204,4691,18999,193,12438,49827,157609,38582,3979,1704,-1,-1
11467,America's Sweethearts,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,en,Columbia Pictures and Revolution Studios and Roth-Arnold Productions and ,2001-07-17,0,102,6.514263,5.6,328,1204,7904,1922,3036,5587,2283,4690,1903,13922,11678,18311,-1,-1
2084,Birthday Girl,13000000,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,en,HAL Films and Mirage Enterprises and Film4 Productions and ,2001-09-06,0,93,6.485454,6.1,140,2227,21343,1925,2406,21344,21345,9144,1250,21347,18025,21339,-1,-1
5852,Angel Eyes,53000000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,en,Morgan Creek Productions and AE Two Film Productions and Angel Eyes Productions and The Canton Company and Epsilon Motion Pictures and ,2001-05-15,29700000,102,6.442717,5.5,109,16866,8767,23958,18288,27396,2561,34844,28778,166471,166505,46085,-1,-1
1548,Ghost World,7000000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,en,Mr. Mudd Production and Jersey Films and Granada Film Productions and Capitol Films and United Artists and ,2001-07-20,0,111,6.411446,7.1,538,2155,1245,884,51214,12438,8437,31714,212,60846,35701,17447,-1,-1
10050,Get Over It,10000000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,en,Dimension Films and Miramax and ,2001-03-08,0,87,6.387892,5.4,105,205,11107,41555,3492,8691,12967,18973,42157,81295,62520,62514,-1,-1
19366,Josie and the Pussycats,22000000,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,en,Marc Platt Productions and Universal Pictures and Riverdale Productions and Metro-Goldwyn-Mayer and ,2001-04-06,0,98,6.382371,5.2,95,38581,5916,1234,32458,10697,1294,7489,49002,13922,33654,13615,13614,-1
27324,Pulse,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,ja,Kadokawa Pictures and Nippon Television Network Corporation (NTV) and Hakuhodo Inc. and Imagica and ,2001-02-10,0,118,6.324276,6.2,115,124129,27788,9190,132945,132063,27791,119244,9193,68988,18056,26882,-1,-1
23949,Tape,100000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,en,The Independent Film Channel Productions and Detour Filmproduction and IFC Productions and InDigEnt (Independent Digital Entertainment) and Tape Productions Inc. and ,2001-01-26,490475,86,6.32016,6.9,75,139,569,2692,-1,-1,-1,-1,-1,-1,-1,564,-1,-1
10477,Driven,94000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,Mel's Cite du Cinema and Epsilon Motion Pictures and Franchise Pictures and Trackform Film Productions and ,2001-04-27,54744738,116,6.304472,4.6,226,65561,2692,1844,13241,16483,16475,43372,11150,66143,15011,16938,-1,-1
16229,Prozac Nation,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,en,,2001-09-08,0,95,6.298756,5.9,95,6886,21593,8256,1812,1244,4431,-1,-1,-1,-1,95760,-1,-1
24940,Head Over Heels,14000000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,en,Universal Studios and ,2001-02-02,10424470,86,6.178025,5.4,90,2140,33260,92857,29930,92859,92861,92866,4171,236450,58374,54050,-1,-1
15745,Made,5000000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,en,Artisan Entertainment and ,2001-07-13,5476060,94,6.133168,6.1,65,4937,15277,16450,10696,2314,62066,2482,47774,591368,2139,15277,-1,-1
9989,Antitrust,30000000,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,en,Industry Entertainment and Epsilon Motion Pictures and Hyde Park Films and Metro-Goldwyn-Mayer and ,2001-01-12,18195610,108,6.090317,5.8,191,11864,38581,504,4174,6487,55591,2141,51383,61541,61542,7791,-1,-1
12149,Frailty,11000000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,en,Cinerenta Medienbeteiligungs KG and David Kirschner Productions and American Entertainment Partners L.P. and ,2001-11-17,13110448,100,6.077925,6.9,423,2053,10297,6280,71467,65838,8962,1032173,1219574,53646,154649,2053,-1,-1
11088,Heist,35000000,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,en,Stolen Film Productions and Franchise Pictures and Morgan Creek Productions and Indelible Pictures and Epsilon Motion Pictures and The Linson Company and ,2001-11-09,0,107,6.04269,6.3,174,193,518,18792,6807,27267,5699,-1,-1,-1,-1,1255,-1,-1
9523,Lantana,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,en,The New South Wales Film and Television Office and MBP (Germany) and Jan Chapman Productions and Australian Film Finance Corporation and ,2001-10-04,0,121,5.994117,6.5,68,57829,118,10767,29097,57830,41782,94349,61636,79363,38782,38774,-1,-1
16300,Down to Earth,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,en,Paramount and Alphaville Films and ,2001-02-16,0,87,5.936241,5.0,124,2632,9788,9046,26510,13936,19974,38334,27102,68842,65921,3288,3289,-1
13496,American Outlaws,35000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,en,Morgan Creek Productions and ,2001-08-17,13678913,94,5.92832,5.8,72,72466,1894,17303,16856,20814,8534,10669,1166,78500,780,56911,-1,-1
9290,Crocodile Dundee in Los Angeles,21150000,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,Bungalow Productions and Silver Lion Films and Vision View Entertainment and ,2001-04-12,39438674,92,5.89082,4.7,195,57147,57166,57167,783,1121223,955204,954286,88427,106791,55259,18254,-1,-1
11299,Cowboy Bebop: The Movie,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ja,TriStar Pictures and Bandai Visual Company and Destination Films and Sunrise and Emotion and BONES and ,2001-09-01,0,116,5.890281,7.4,213,20664,68916,68917,68918,40325,28776,20661,207804,63706,126484,56342,-1,-1
16723,Sugar & Spice,11000000,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,en,New Line Cinema and ,2001-01-24,13276953,81,5.880289,5.8,78,80109,6407,27755,8211,52478,69399,84781,11006,586,6951,84782,-1,-1
9104,Buffalo Soldiers,15000000,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,en,Good Machine and Grosvenor Park Films LLP and Film4 Productions and ,2001-09-08,0,98,5.856075,6.4,111,73421,228,349,10690,4513,454,32458,923,6579,134529,57030,-1,-1
441,Human Nature,6000000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,en,Senator Film Produktion and Fine Line Features and StudioCanal and Good Machine and Beverly Detroit and Partizan and ,2001-05-18,705308,96,5.805911,6.1,92,4687,504,7026,502,4810,22970,5958,5959,5960,5694,201,-1,-1
17203,Blow Dry,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,en,IMF Internationale Medien und Film GmbH & Co. Produktions KG and Mirage Enterprises and Intermedia Films and West Eleven Films and ,2001-03-01,637769,91,5.687511,5.9,44,4566,2299,20162,38581,3052,2440,2268,18998,19923,10584,73282,-1,-1
17734,Thirteen Conversations About One Thing,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,en,,2001-09-02,0,104,5.676721,6.4,32,1241,20387,10297,27563,1903,361969,96539,1528809,1188489,78597,145134,-1,-1
467,The Hole,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,en,Dimension Films and Cowboy Films and Film Council and Granada Film Productions and Impact Pictures and Pathé Pictures International and Canal+ and ,2001-04-20,0,102,5.661474,6.3,282,2155,6365,116,6366,6367,6368,27764,127527,282628,93327,6361,-1,-1
10856,Intact,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,es,Canal+ España and Gestevisión Telecinco S.A. and Sociedad General de Cine (SOGECINE) S.A. and Telecinco and Tenerife Film Commission and ,2001-11-06,0,108,5.652762,6.5,63,19803,34629,67262,6535,2201,27460,1320305,1320306,1012199,1320307,17597,-1,-1
1783,To End All Wars,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,en,Argyll Film Partners and Gummshoe Productions and Integrity Partners and Pray For Rain Pictures and ,2001-09-02,0,108,5.606278,6.6,55,19047,18023,2628,19048,2983,19049,2467,1045626,152518,550560,133635,-1,-1
37254,Mermaid Chronicles Part 1: She Creature,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,en,Columbia TriStar and Creature Features Productions LLC and HBO and ,2001-12-20,0,91,5.595804,5.6,31,17328,17832,117187,117188,101023,2278,6575,58724,117189,117190,19656,-1,-1
56715,Just Visiting,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,en,Bruin Grip Services and Gaumont and Hollywood Pictures and ,2001-04-06,0,88,5.577102,4.7,218,1003,18979,28781,11154,1234,20751,103833,56890,95741,58079,64909,-1,-1
17708,Corky Romano,11000000,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,en,Touchstone Pictures and Robert Simonds Productions and ,2001-10-12,23978402,86,5.571417,4.1,64,58317,5025,2314,36602,2969,10430,6487,263229,35701,9289,123694,-1,-1
13166,Freddy Got Fingered,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,Epsilon Motion Pictures and Regency Enterprises and New Regency Pictures and MBST/Lloyd Productions and ,2001-04-18,0,87,5.470213,4.4,150,36423,9626,56595,52480,16846,1904,14415,80342,80343,80344,36423,-1,-1
16550,Storytelling,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,en,New Line Cinema and Killer Films and Good Machine and ,2001-11-08,0,87,5.464722,6.4,81,1230,11826,21505,13242,57387,59257,11515,84921,84922,84923,66605,-1,-1
10646,Tomcats,11000000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,en,Revolution Studios and Columbia Pictures and ,2001-03-30,23430766,95,5.44011,5.0,87,3035,21596,28410,52117,10939,56824,28010,74086,501,-1,50942,-1,-1
11889,Iris,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,en,Miramax Films and BBC Films and Intermedia Films and ,2001-12-14,0,91,5.422599,6.4,66,5309,388,204,19923,1249,54447,35257,7058,18066,40665,36693,-1,-1
27601,Citizen Toxie: The Toxic Avenger IV,500000,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,en,Troma Entertainment and ,2001-11-01,0,109,5.319185,6.4,40,66634,98322,98228,98323,97825,1708242,98325,98326,98327,35579,78021,-1,-1
15601,Scooby-Doo! and the Cyber Chase,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,en,Hanna-Barbera Productions and Warner Bros. Animation and ,2001-10-09,0,75,5.308262,7.0,84,58272,86434,78317,15761,74614,88622,15831,71535,19507,-1,88623,-1,-1
8386,How High,12000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,Universal Pictures and Jersey Films and Native Pictures Productions and ,2001-12-21,31155435,93,5.290103,6.2,301,5384,54799,52057,51944,54800,20753,4004,1210,54801,154000,54584,-1,-1
10881,Avalon,8000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,pl,Media Factory and Deiz Production and Bandai Visual Company and Dentsu Productions Ltd. and Nippon Herald Films and ,2001-01-20,8826094,107,5.206926,6.7,115,67278,17889,17890,67279,67280,1076083,1190322,1190323,1190324,1190325,12180,-1,-1
11457,Life as a House,18000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,en,New Line Cinema and ,2001-10-25,0,125,5.200552,7.2,167,8945,5470,17244,20089,2453,19211,2154,78017,8213,-1,11472,-1,-1
2141,James Dean,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,en,Five Mile River Films and Gerber Pictures and Marvin Worth Productions and Splendid Television and ,2001-08-04,0,90,5.184698,7.2,38,17051,21030,21965,15029,16051,16542,21967,52995,170189,52144,21958,-1,-1
15167,Barbie in the Nutcracker,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,en,Rainmaker Studios and ,2001-09-30,0,76,5.167701,6.5,269,74358,89025,13472,89551,74367,45924,94479,82818,45923,160112,45916,-1,-1
20309,Say It Isn't So,25000000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,en,Say It Isn't So Productions and Conundrum Entertainment and 20th Century Fox and ,2001-03-12,0,95,5.158129,4.8,58,21594,69122,18270,35,28633,55541,1236,29795,60205,7401,7409,-1,-1
